speed,acceleration,impact_force,road_condition,is_accident,severity
62.86,3.8,0.83,dry,0,none
70.28,3.52,8.68,muddy,1,medium
68.2,1.19,9.64,wet,1,high
62.6,0.82,4.54,wet,0,none
71.05,1.49,6.28,dry,0,none
58.79,1.63,1.82,dry,0,none
39.33,1.86,0.29,muddy,0,none
45.24,4.34,6.53,muddy,0,none
76.51,0.86,3.12,wet,0,none
72.05,2.71,5.05,dry,0,none
61.93,4.63,8.03,dry,1,medium
59.92,1.57,7.64,dry,1,medium
72.24,1.19,4.18,wet,0,none
81.93,4.53,1.94,muddy,1,low
74.66,5.9,1.78,dry,0,none
64.18,5.5,5.59,wet,0,none
49.71,3.78,5.38,dry,0,none
61.41,2.47,9.36,dry,1,high
56.43,1.53,3.02,dry,0,none
8.59,2.7,3.14,wet,0,none
71.02,1.31,8.21,dry,1,medium
92.24,3.51,5.75,wet,0,none
37.36,4.38,6.29,icy,1,medium
66.07,1.84,5.89,dry,0,none
34.45,2.88,0.39,dry,0,none
46.33,5.56,2.81,wet,0,none
74.19,5.98,4.63,dry,0,none
46.7,1.11,4.38,wet,0,none
42.39,2.51,6.36,dry,0,none
95.06,0.72,5.59,dry,0,none
64.53,2.52,9.24,gravel,1,high
64.51,4.72,6.45,dry,0,none
72.63,0.59,7.03,dry,1,medium
68.07,0.56,3.11,dry,0,none
45.73,3.34,3.33,wet,0,none
63.38,5.78,3.58,icy,0,none
88.89,4.47,8.36,wet,1,medium
72.66,2.66,1.29,wet,0,none
47.73,0.52,7.44,muddy,1,medium
27.39,4.3,1.07,wet,0,none
59.41,1.23,4.04,wet,0,none
79.66,3.72,9.03,wet,1,high
61.24,1.7,5.96,dry,0,none
79.17,5.94,4.68,dry,0,none
73.18,2.53,8.52,gravel,1,medium
36.25,2.68,9.86,dry,1,high
54.7,2.42,7.08,icy,1,medium
47.5,1.84,5.72,wet,0,none
44.13,1.74,7.18,wet,1,medium
48.4,0.64,0.23,wet,0,none
86.55,3.43,8.39,dry,1,medium
40.33,5.35,1.97,dry,0,none
90.22,2.48,5.65,wet,0,none
50.4,1.47,5.32,dry,0,none
58.98,3.53,9.84,gravel,1,high
85.01,1.68,1.07,muddy,0,none
75.0,3.81,8.65,wet,1,medium
39.43,3.68,4.69,dry,0,none
91.41,1.28,7.41,dry,1,medium
24.49,3.58,2.41,dry,0,none
71.65,2.85,6.22,gravel,1,medium
71.07,3.37,8.62,dry,1,medium
47.83,5.16,4.95,dry,0,none
69.38,2.8,5.95,dry,0,none
47.93,1.09,6.32,icy,1,medium
37.69,5.89,4.32,wet,0,none
42.99,4.23,6.28,dry,0,none
64.17,2.28,7.99,wet,1,medium
53.35,3.84,3.17,dry,0,none
79.86,3.53,6.68,icy,1,medium
47.67,1.37,7.87,muddy,1,medium
75.26,1.13,3.21,dry,0,none
37.13,4.07,2.74,wet,0,none
65.12,5.29,3.95,muddy,0,none
72.07,0.69,5.76,dry,0,none
50.42,4.25,7.01,wet,1,medium
30.26,0.65,7.69,dry,1,medium
103.91,2.14,4.21,dry,0,none
54.98,4.41,7.77,wet,1,medium
83.28,1.92,8.32,muddy,1,medium
46.25,3.85,7.75,wet,1,medium
36.66,2.86,3.81,icy,0,none
58.03,2.33,2.12,dry,0,none
56.06,5.38,1.75,gravel,0,none
62.47,5.89,9.88,dry,1,high
61.72,5.28,0.82,wet,0,none
59.64,5.71,0.43,dry,0,none
64.99,0.94,1.62,icy,0,none
41.25,5.74,9.95,icy,1,high
61.1,5.45,1.12,wet,0,none
81.52,5.69,3.52,wet,1,low
66.02,5.78,8.65,dry,1,medium
72.93,5.38,6.32,wet,0,none
67.61,1.39,6.49,wet,0,none
69.86,1.31,8.69,icy,1,medium
42.44,5.65,0.45,dry,0,none
54.7,3.09,7.7,wet,1,medium
64.64,4.35,9.52,gravel,1,high
30.49,1.06,1.57,wet,0,none
19.9,2.76,2.97,gravel,0,none
64.36,3.58,8.83,icy,1,medium
53.27,4.19,0.56,dry,0,none
51.99,4.21,3.14,icy,0,none
42.79,2.42,8.41,dry,1,medium
34.09,5.7,5.48,dry,0,none
49.21,4.42,5.84,dry,0,none
62.06,0.78,1.98,wet,0,none
52.33,4.12,9.28,dry,1,high
53.06,4.7,4.77,gravel,0,none
34.76,3.81,3.59,dry,0,none
38.67,1.74,6.03,icy,1,medium
58.15,0.62,2.74,gravel,0,none
59.58,3.32,3.54,dry,0,none
42.34,3.62,1.51,dry,0,none
70.6,5.91,9.7,wet,1,high
79.42,2.84,9.62,dry,1,high
74.62,2.83,2.39,dry,0,none
56.61,3.65,2.45,dry,0,none
55.53,4.1,3.82,gravel,0,none
62.22,3.92,5.57,wet,0,none
74.69,5.37,0.63,dry,0,none
62.73,4.72,4.34,dry,0,none
54.15,2.44,2.78,muddy,0,none
63.55,2.12,6.48,wet,0,none
57.71,4.83,0.22,icy,0,none
59.0,4.33,2.61,gravel,0,none
57.19,0.51,2.88,icy,0,none
58.62,2.33,1.28,gravel,0,none
57.99,4.39,2.56,dry,0,none
75.49,5.44,0.88,muddy,0,none
85.2,1.68,8.65,wet,1,medium
52.97,1.09,8.56,muddy,1,medium
67.36,1.48,8.71,wet,1,medium
56.07,4.84,4.07,dry,0,none
77.57,0.89,7.13,dry,1,medium
48.22,1.76,8.63,dry,1,medium
57.68,2.27,8.56,wet,1,medium
58.13,5.33,0.48,muddy,0,none
40.7,2.17,9.1,dry,1,high
83.68,5.13,5.24,icy,1,low
70.57,5.15,6.39,icy,1,medium
47.06,5.66,7.96,muddy,1,medium
66.92,1.9,5.8,dry,0,none
82.6,5.97,0.46,muddy,1,low
42.6,5.74,0.72,dry,0,none
40.52,1.98,5.67,muddy,0,none
17.27,5.09,2.94,dry,0,none
62.88,4.63,9.55,muddy,1,high
50.64,1.38,9.01,dry,1,high
36.14,5.8,2.38,wet,0,none
58.39,4.53,7.85,dry,1,medium
86.8,3.65,1.92,wet,0,none
50.2,4.68,9.28,wet,1,high
63.17,2.85,4.8,dry,0,none
59.93,4.21,1.86,gravel,0,none
64.26,5.36,6.8,muddy,0,none
74.48,3.31,9.32,dry,1,high
60.41,1.43,9.48,icy,1,high
16.37,1.72,2.01,dry,0,none
58.37,2.0,7.41,dry,1,medium
46.04,2.19,7.21,wet,1,medium
50.94,4.93,3.71,wet,0,none
49.8,1.11,9.61,muddy,1,high
55.09,2.47,0.96,muddy,0,none
55.48,1.36,8.46,wet,1,medium
57.75,1.36,5.82,dry,0,none
75.24,0.73,4.27,dry,0,none
67.82,2.3,7.65,dry,1,medium
61.54,1.23,4.34,wet,0,none
59.37,2.79,9.8,gravel,1,high
36.95,5.55,5.82,dry,0,none
63.37,4.86,0.38,dry,0,none
40.85,2.89,0.43,wet,0,none
55.08,5.78,1.69,dry,0,none
56.91,1.33,9.72,wet,1,high
84.32,2.3,5.33,wet,0,none
61.51,0.54,4.09,wet,0,none
71.19,2.73,7.88,muddy,1,medium
102.78,3.26,6.36,dry,0,none
64.6,2.5,4.82,dry,0,none
55.99,2.44,8.92,dry,1,medium
57.18,4.64,1.03,dry,0,none
64.1,0.66,8.37,wet,1,medium
78.05,1.54,1.14,icy,0,none
66.07,0.93,0.25,wet,0,none
63.01,5.57,6.28,dry,0,none
47.52,0.68,5.96,dry,0,none
55.69,2.22,2.49,gravel,0,none
69.78,3.28,2.38,dry,0,none
72.93,2.7,7.23,dry,1,medium
79.97,1.04,7.5,dry,1,medium
84.71,0.86,6.18,dry,0,none
79.55,3.22,4.86,dry,0,none
32.22,2.83,6.12,dry,0,none
38.31,2.15,2.69,dry,0,none
98.98,3.62,8.82,icy,1,medium
59.06,4.73,0.52,dry,0,none
30.23,2.49,9.58,gravel,1,high
82.99,3.01,7.19,gravel,1,medium
57.83,0.74,1.17,dry,0,none
54.82,5.95,9.6,gravel,1,high
76.14,1.27,5.95,wet,0,none
72.21,1.35,3.78,dry,0,none
77.41,0.94,1.03,dry,0,none
36.38,3.85,6.36,gravel,1,medium
46.22,5.37,0.53,dry,0,none
53.75,4.45,1.4,muddy,0,none
81.19,4.92,3.95,dry,1,low
77.78,0.62,8.11,gravel,1,medium
77.58,4.77,4.98,wet,0,none
57.17,6.0,4.62,wet,0,none
75.88,3.35,5.85,dry,0,none
78.37,4.89,5.72,muddy,0,none
89.82,0.7,1.09,icy,0,none
50.83,1.19,4.26,dry,0,none
65.14,5.85,0.4,dry,0,none
73.34,4.47,3.14,dry,0,none
53.2,2.37,7.88,wet,1,medium
51.98,3.94,2.65,muddy,0,none
58.02,2.28,5.84,dry,0,none
77.97,3.85,5.75,wet,0,none
75.5,0.98,2.86,dry,0,none
76.11,5.39,5.9,dry,0,none
73.42,1.87,4.09,icy,0,none
53.43,2.02,8.71,dry,1,medium
55.48,5.63,9.27,dry,1,high
85.92,4.41,8.92,dry,1,medium
72.45,2.81,2.73,dry,0,none
81.31,0.83,8.01,gravel,1,medium
56.52,1.79,4.55,wet,0,none
45.32,2.23,8.3,gravel,1,medium
63.01,2.7,5.22,dry,0,none
60.77,1.91,8.98,dry,1,medium
66.1,4.9,5.95,dry,0,none
42.31,0.93,6.11,dry,0,none
49.9,4.55,8.79,gravel,1,medium
68.64,5.93,4.1,gravel,0,none
59.03,4.13,8.91,dry,1,medium
54.29,5.66,9.1,dry,1,high
79.36,0.51,3.64,dry,0,none
76.75,5.49,6.9,icy,1,medium
45.64,1.85,5.55,wet,0,none
58.84,5.44,0.96,icy,0,none
66.44,2.12,1.7,dry,0,none
45.61,1.48,4.93,dry,0,none
72.85,3.41,6.91,dry,0,none
62.66,1.49,7.13,dry,1,medium
42.27,4.18,2.11,dry,0,none
69.29,3.76,6.69,dry,0,none
68.56,5.71,8.1,dry,1,medium
64.04,5.33,0.19,icy,0,none
54.24,1.74,3.82,wet,0,none
58.28,5.27,5.12,wet,0,none
40.67,3.82,8.16,dry,1,medium
80.98,2.16,9.32,wet,1,high
60.63,5.92,6.1,muddy,0,none
53.05,3.55,6.82,icy,1,medium
56.86,1.88,1.76,dry,0,none
58.52,5.58,8.52,icy,1,medium
73.66,1.66,2.0,wet,0,none
52.59,4.72,3.27,dry,0,none
62.14,5.94,5.66,dry,0,none
55.77,1.95,3.73,muddy,0,none
80.08,5.37,9.09,muddy,1,high
74.82,5.24,6.48,muddy,0,none
88.72,4.17,2.18,gravel,0,none
51.97,3.29,2.08,dry,0,none
55.52,4.93,3.77,dry,0,none
70.11,4.7,2.21,dry,0,none
50.0,3.2,1.14,gravel,0,none
68.23,3.4,8.21,gravel,1,medium
77.75,4.08,0.59,dry,0,none
59.61,2.29,5.57,gravel,1,low
67.83,3.99,2.02,dry,0,none
45.9,3.53,8.12,dry,1,medium
39.67,4.36,0.71,wet,0,none
49.94,5.08,9.43,dry,1,high
58.92,3.93,8.57,muddy,1,medium
67.43,1.73,0.28,dry,0,none
73.47,3.28,5.3,gravel,1,low
55.95,4.3,5.75,gravel,1,low
61.32,4.06,6.42,gravel,1,medium
50.32,4.51,5.2,icy,1,low
58.75,3.35,7.8,gravel,1,medium
73.98,5.08,6.48,dry,0,none
54.51,0.61,2.95,dry,0,none
47.79,3.64,8.05,dry,1,medium
52.42,1.93,5.78,dry,0,none
61.41,4.4,8.66,dry,1,medium
84.83,1.82,0.64,wet,0,none
56.72,0.8,2.41,wet,0,none
80.66,5.67,9.94,dry,1,high
59.33,5.65,7.17,dry,1,medium
91.4,4.99,8.98,dry,1,medium
41.41,5.76,7.31,gravel,1,medium
67.43,5.77,4.78,wet,0,none
60.63,4.07,8.09,dry,1,medium
78.53,1.11,4.81,wet,0,none
56.24,3.15,6.85,muddy,0,none
55.54,2.3,7.77,dry,1,medium
69.1,2.78,8.33,dry,1,medium
81.46,3.39,9.36,gravel,1,high
51.89,2.3,3.63,muddy,0,none
48.86,3.43,3.14,dry,0,none
74.89,1.93,5.35,dry,0,none
48.05,4.85,5.1,wet,0,none
48.02,2.62,8.44,dry,1,medium
47.56,0.9,1.19,muddy,0,none
36.62,1.25,3.47,wet,0,none
59.46,1.54,1.76,dry,0,none
60.03,1.89,1.66,dry,0,none
81.54,5.01,6.68,dry,1,medium
67.77,4.37,6.32,wet,0,none
68.83,1.52,2.75,icy,0,none
63.08,1.01,8.37,dry,1,medium
73.23,2.76,4.43,dry,0,none
58.33,2.97,6.12,dry,0,none
49.71,3.97,2.04,muddy,0,none
78.42,3.55,5.47,wet,0,none
53.29,5.15,0.01,gravel,0,none
59.82,3.13,0.2,dry,0,none
79.47,2.54,9.27,wet,1,high
39.01,4.02,6.46,gravel,1,medium
53.89,4.56,7.16,icy,1,medium
58.34,3.42,4.16,dry,0,none
84.7,4.42,6.58,dry,0,none
63.83,5.47,6.1,dry,0,none
60.19,3.87,0.7,dry,0,none
59.22,2.85,6.51,gravel,1,medium
69.25,5.13,1.17,dry,0,none
64.81,3.85,5.96,dry,0,none
46.14,1.6,1.78,dry,0,none
51.39,4.93,1.48,dry,0,none
47.23,4.42,1.58,dry,0,none
49.34,0.63,3.74,dry,0,none
47.37,4.65,0.12,dry,0,none
35.94,0.71,2.56,dry,0,none
84.47,3.35,5.66,dry,0,none
55.67,3.69,6.49,icy,1,medium
62.38,4.44,3.11,dry,0,none
51.04,5.88,1.44,dry,0,none
63.98,4.15,8.76,dry,1,medium
69.25,5.07,3.45,dry,0,none
57.03,3.05,9.38,wet,1,high
61.36,2.01,0.5,dry,0,none
32.73,2.59,5.82,dry,0,none
75.61,3.92,4.37,icy,0,none
63.48,5.76,7.07,gravel,1,medium
60.05,1.39,3.6,dry,0,none
57.08,5.75,4.88,dry,0,none
74.62,5.24,0.35,icy,0,none
86.49,5.25,6.1,dry,1,medium
51.29,1.45,8.86,wet,1,medium
46.01,3.05,6.99,dry,0,none
62.67,2.98,8.71,dry,1,medium
86.99,1.66,5.13,gravel,1,low
35.32,1.73,2.25,muddy,0,none
56.0,1.22,1.33,dry,0,none
42.18,5.82,4.27,wet,0,none
37.02,3.32,5.96,wet,0,none
50.48,2.8,3.94,icy,0,none
63.39,5.33,1.19,wet,0,none
61.51,4.09,0.07,dry,0,none
51.19,3.2,5.88,gravel,1,low
92.9,4.58,7.29,wet,1,medium
75.84,3.21,6.95,icy,1,medium
50.4,3.26,9.78,dry,1,high
57.9,2.62,4.31,wet,0,none
64.18,1.07,4.04,dry,0,none
68.21,5.37,0.15,dry,0,none
66.51,4.84,5.03,dry,0,none
59.91,5.14,4.34,dry,0,none
38.13,5.95,6.17,dry,0,none
31.74,0.56,6.11,wet,0,none
58.59,3.68,5.17,dry,0,none
78.12,2.24,5.5,icy,1,low
61.99,4.24,2.1,icy,0,none
62.42,0.79,8.65,muddy,1,medium
64.33,5.61,7.94,wet,1,medium
60.51,1.18,5.37,muddy,0,none
59.92,1.44,4.39,muddy,0,none
50.71,5.64,3.68,muddy,0,none
77.94,0.72,6.38,dry,0,none
44.87,5.64,6.37,dry,0,none
54.0,5.67,5.83,wet,0,none
37.2,4.28,2.85,wet,0,none
73.0,0.7,7.31,wet,1,medium
67.54,4.76,7.03,icy,1,medium
31.95,2.42,7.48,gravel,1,medium
62.69,4.37,8.66,muddy,1,medium
70.42,5.14,3.52,icy,0,none
74.91,1.84,2.25,icy,0,none
57.69,4.04,7.05,wet,1,medium
59.7,3.19,2.72,wet,0,none
57.01,3.5,1.55,wet,0,none
77.78,5.31,5.89,dry,0,none
45.29,0.91,6.79,wet,0,none
60.16,3.22,9.91,dry,1,high
74.36,4.0,8.06,dry,1,medium
41.96,2.06,6.66,wet,0,none
69.47,3.01,4.04,icy,0,none
58.46,4.35,1.78,dry,0,none
75.15,3.27,4.39,wet,0,none
53.9,3.24,2.96,gravel,0,none
91.48,0.77,9.17,dry,1,high
31.53,3.54,4.62,wet,0,none
51.75,1.91,0.88,dry,0,none
59.36,5.15,1.01,dry,0,none
43.02,4.22,7.92,dry,1,medium
73.77,4.28,7.08,wet,1,medium
41.73,5.4,3.99,icy,0,none
64.09,0.84,3.34,gravel,0,none
36.09,5.36,5.32,dry,0,none
35.38,1.88,2.37,gravel,0,none
53.35,5.06,9.85,dry,1,high
47.65,4.63,8.77,muddy,1,medium
61.02,5.62,6.29,wet,0,none
95.7,0.57,6.55,dry,0,none
62.04,4.4,7.22,dry,1,medium
86.67,4.01,1.16,gravel,0,none
68.41,5.44,6.23,icy,1,medium
46.9,5.56,5.03,wet,0,none
78.99,4.23,9.52,icy,1,high
63.51,1.41,9.51,dry,1,high
70.08,5.91,1.03,dry,0,none
89.38,1.01,1.9,gravel,0,none
29.74,3.46,9.63,gravel,1,high
57.34,2.72,9.48,dry,1,high
24.55,3.37,0.81,dry,0,none
55.61,5.74,5.69,dry,0,none
33.86,4.33,0.89,dry,0,none
61.62,5.57,4.45,dry,0,none
75.68,4.26,4.71,dry,0,none
53.45,0.87,4.4,muddy,0,none
49.73,4.07,2.44,dry,0,none
14.06,3.43,1.85,wet,0,none
49.24,3.44,3.64,dry,0,none
69.84,1.31,9.01,dry,1,high
35.51,5.64,6.61,dry,0,none
74.1,3.81,3.91,gravel,0,none
37.97,2.08,1.68,dry,0,none
69.5,5.37,3.85,wet,0,none
42.46,1.17,0.13,wet,0,none
38.68,2.27,2.42,muddy,0,none
52.5,4.15,6.39,dry,0,none
63.87,1.41,7.52,dry,1,medium
67.98,1.5,5.59,gravel,1,low
45.62,2.19,3.39,icy,0,none
58.7,4.73,3.33,dry,0,none
83.36,1.63,8.05,icy,1,medium
59.51,5.07,9.89,dry,1,high
29.02,4.36,0.58,icy,0,none
46.6,0.72,3.35,gravel,0,none
51.38,4.0,2.7,wet,0,none
65.16,4.08,4.57,dry,0,none
55.27,1.71,1.65,gravel,0,none
52.8,3.08,9.55,dry,1,high
74.81,5.9,5.41,wet,0,none
66.97,1.81,9.28,wet,1,high
77.95,5.4,7.59,muddy,1,medium
69.85,3.59,4.72,gravel,0,none
67.92,2.52,4.98,wet,0,none
69.42,3.99,0.28,wet,0,none
47.66,5.36,3.31,wet,0,none
47.53,3.5,8.32,dry,1,medium
51.49,5.72,7.05,dry,1,medium
54.56,1.47,8.2,icy,1,medium
67.94,2.02,4.49,icy,0,none
66.75,4.32,3.91,dry,0,none
34.6,0.53,7.67,wet,1,medium
79.76,2.79,3.14,dry,0,none
54.38,4.32,0.13,wet,0,none
86.73,0.55,5.6,dry,0,none
45.97,2.21,0.78,dry,0,none
67.83,5.34,3.1,gravel,0,none
71.43,1.6,2.4,icy,0,none
46.64,1.07,9.63,muddy,1,high
62.75,2.43,5.13,icy,1,low
73.6,1.93,6.35,dry,0,none
49.27,5.51,4.61,dry,0,none
62.98,1.57,3.07,dry,0,none
55.33,3.59,9.48,muddy,1,high
74.66,4.08,6.76,wet,0,none
71.83,2.67,9.11,gravel,1,high
42.33,1.21,2.86,gravel,0,none
57.42,1.32,8.45,wet,1,medium
50.61,5.59,6.69,dry,0,none
55.58,5.8,1.36,dry,0,none
48.94,3.56,3.53,gravel,0,none
61.18,2.3,6.58,dry,0,none
57.36,1.08,5.23,dry,0,none
69.84,5.19,9.73,icy,1,high
26.61,4.64,7.67,gravel,1,medium
46.15,4.17,1.48,gravel,0,none
61.0,1.85,7.08,dry,1,medium
40.55,4.75,9.39,dry,1,high
76.45,3.5,6.78,wet,0,none
68.53,5.6,7.2,icy,1,medium
55.02,4.96,4.58,icy,0,none
62.65,2.3,0.35,wet,0,none
64.58,3.47,8.41,dry,1,medium
62.54,1.68,4.26,dry,0,none
62.73,3.88,6.68,dry,0,none
78.74,3.75,5.67,dry,0,none
43.91,4.15,6.03,wet,0,none
71.97,1.47,6.61,icy,1,medium
47.3,5.43,0.1,dry,0,none
51.04,5.66,6.72,wet,0,none
64.74,1.11,8.61,dry,1,medium
33.12,5.04,7.38,dry,1,medium
57.69,3.93,8.99,dry,1,medium
54.31,5.33,3.74,dry,0,none
67.52,2.87,9.72,dry,1,high
48.47,4.06,5.39,wet,0,none
76.79,1.14,8.88,dry,1,medium
67.89,3.58,2.21,muddy,0,none
69.15,5.36,3.53,dry,0,none
65.02,0.57,2.28,dry,0,none
74.78,2.99,6.28,dry,0,none
74.2,3.56,6.56,dry,0,none
70.25,4.96,7.2,dry,1,medium
73.82,2.28,1.33,dry,0,none
81.82,1.19,8.67,wet,1,medium
86.03,5.63,2.55,icy,1,low
30.62,4.7,4.7,dry,0,none
67.14,4.24,0.95,dry,0,none
54.19,3.48,8.52,wet,1,medium
57.98,4.93,8.58,dry,1,medium
49.57,4.76,3.06,wet,0,none
85.59,1.34,5.95,icy,1,low
60.73,4.46,8.5,dry,1,medium
55.11,3.48,7.01,dry,1,medium
48.85,4.52,2.53,dry,0,none
63.44,2.88,5.25,dry,0,none
60.88,0.57,9.46,dry,1,high
32.89,0.75,3.62,dry,0,none
80.69,0.52,3.24,icy,0,none
39.93,4.81,5.62,dry,0,none
62.91,1.61,8.66,icy,1,medium
66.09,4.42,8.05,wet,1,medium
76.64,1.01,6.93,muddy,0,none
44.51,5.2,7.8,icy,1,medium
42.13,4.11,8.05,muddy,1,medium
75.76,1.79,7.05,dry,1,medium
58.04,1.83,0.4,wet,0,none
59.1,5.14,5.09,icy,1,low
32.53,1.49,9.93,dry,1,high
61.05,1.01,6.95,wet,0,none
70.83,5.15,4.45,dry,0,none
70.75,3.5,1.98,dry,0,none
50.74,5.72,9.48,wet,1,high
51.27,3.97,3.17,wet,0,none
57.34,0.86,8.92,dry,1,medium
58.55,2.53,1.09,gravel,0,none
60.82,0.8,5.89,gravel,1,low
56.76,3.38,2.71,icy,0,none
80.79,4.55,3.61,dry,1,low
57.29,0.86,8.06,icy,1,medium
44.29,5.49,2.48,dry,0,none
101.63,5.92,0.66,dry,1,low
28.35,4.17,3.46,dry,0,none
37.37,1.38,2.44,icy,0,none
60.14,0.89,2.78,wet,0,none
75.86,3.55,0.0,wet,0,none
79.92,1.19,8.43,dry,1,medium
66.39,5.31,1.55,dry,0,none
56.46,5.44,6.28,dry,0,none
75.03,2.73,7.35,wet,1,medium
65.55,4.17,7.72,muddy,1,medium
50.85,2.11,9.4,dry,1,high
63.49,1.73,4.72,dry,0,none
49.66,1.5,2.87,dry,0,none
56.42,3.05,8.75,gravel,1,medium
92.5,2.84,8.7,wet,1,medium
63.34,4.14,0.91,icy,0,none
79.43,4.54,9.05,dry,1,high
58.66,1.75,9.77,muddy,1,high
58.53,3.23,1.1,icy,0,none
59.3,4.25,9.01,gravel,1,high
62.76,3.44,9.94,dry,1,high
70.88,3.69,9.27,icy,1,high
56.45,0.58,4.39,wet,0,none
67.02,5.24,8.36,gravel,1,medium
43.45,1.09,9.55,dry,1,high
65.0,2.82,6.48,wet,0,none
52.46,4.54,3.5,wet,0,none
101.7,3.94,0.23,dry,0,none
58.03,3.42,2.36,wet,0,none
66.39,2.17,4.57,dry,0,none
76.81,1.68,0.78,dry,0,none
28.39,3.47,6.38,dry,0,none
39.59,1.81,2.2,muddy,0,none
80.07,0.72,1.85,dry,0,none
32.99,1.48,1.11,dry,0,none
47.04,5.66,9.11,dry,1,high
48.81,2.28,6.66,dry,0,none
72.27,2.1,5.31,dry,0,none
64.12,2.77,3.48,dry,0,none
92.43,4.78,7.39,dry,1,medium
45.88,4.77,9.58,muddy,1,high
82.1,4.29,4.08,dry,0,none
67.03,5.33,7.13,dry,1,medium
79.07,4.73,6.67,muddy,0,none
59.51,0.81,4.48,gravel,0,none
46.5,4.44,4.21,icy,0,none
69.34,0.67,0.32,dry,0,none
68.65,5.47,1.24,muddy,0,none
76.09,2.96,5.46,muddy,0,none
69.26,1.75,9.24,dry,1,high
45.04,3.39,1.91,dry,0,none
49.49,4.28,5.15,dry,0,none
73.56,0.82,1.28,dry,0,none
52.39,2.17,5.53,dry,0,none
62.13,2.77,1.06,dry,0,none
61.33,1.67,2.87,wet,0,none
70.12,1.65,8.39,dry,1,medium
75.51,5.23,8.82,icy,1,medium
50.06,1.07,4.0,muddy,0,none
53.9,2.86,8.68,dry,1,medium
71.47,4.84,2.69,gravel,0,none
39.0,1.97,6.69,dry,0,none
64.55,4.31,1.18,dry,0,none
64.94,4.95,9.35,dry,1,high
36.29,3.37,9.56,dry,1,high
46.1,0.78,7.09,wet,1,medium
68.05,3.62,9.21,muddy,1,high
68.78,1.24,2.45,dry,0,none
44.15,4.49,4.15,dry,0,none
53.96,4.37,2.94,gravel,0,none
55.98,1.71,5.79,gravel,1,low
56.9,1.91,3.43,wet,0,none
54.3,2.59,7.72,wet,1,medium
46.36,3.16,3.83,dry,0,none
72.11,0.93,3.13,icy,0,none
84.45,5.88,4.83,dry,1,low
43.07,5.11,1.33,dry,0,none
56.33,1.08,4.39,dry,0,none
65.08,1.2,4.84,wet,0,none
59.33,1.61,7.02,muddy,1,medium
84.25,2.36,5.65,dry,0,none
42.31,3.08,3.74,dry,0,none
26.1,4.93,4.95,muddy,0,none
70.95,5.47,2.23,wet,0,none
55.98,1.51,3.93,dry,0,none
46.89,1.64,8.68,gravel,1,medium
58.5,4.83,1.3,dry,0,none
102.36,5.21,4.83,dry,1,low
63.58,3.03,6.05,dry,0,none
55.93,5.41,8.91,wet,1,medium
57.09,4.62,2.33,muddy,0,none
73.75,5.07,3.42,dry,0,none
74.66,4.93,9.53,dry,1,high
58.65,2.5,1.51,dry,0,none
59.78,5.39,7.32,dry,1,medium
73.32,5.31,6.55,dry,0,none
56.99,5.83,1.81,dry,0,none
62.47,0.63,5.31,gravel,1,low
75.18,2.37,7.54,dry,1,medium
74.86,5.13,6.1,dry,0,none
82.54,5.24,9.0,dry,1,high
37.37,0.67,1.22,wet,0,none
59.96,2.9,5.46,icy,1,low
57.16,4.26,3.66,icy,0,none
52.95,0.55,8.29,wet,1,medium
40.48,2.61,6.23,dry,0,none
75.33,3.47,2.09,dry,0,none
36.6,3.94,1.1,muddy,0,none
87.03,3.52,7.46,icy,1,medium
57.67,2.0,0.49,wet,0,none
74.34,4.67,8.4,dry,1,medium
24.7,4.32,4.63,dry,0,none
52.6,2.0,6.24,icy,1,medium
35.87,5.0,5.18,dry,0,none
67.48,4.97,4.13,dry,0,none
56.29,0.81,9.48,wet,1,high
41.7,3.43,6.35,wet,0,none
71.63,1.75,0.94,wet,0,none
52.79,5.66,5.76,gravel,1,low
50.23,2.82,5.64,wet,0,none
23.41,5.68,7.3,dry,1,medium
84.45,2.36,9.36,dry,1,high
89.63,1.67,1.4,dry,0,none
67.38,0.94,4.22,icy,0,none
85.34,3.86,1.78,muddy,0,none
61.86,3.98,6.81,icy,1,medium
48.6,2.61,6.03,dry,0,none
43.36,1.2,7.43,dry,1,medium
79.7,5.63,8.7,dry,1,medium
44.18,4.56,1.93,dry,0,none
71.93,4.75,8.69,dry,1,medium
80.39,2.21,6.44,dry,0,none
46.81,3.36,4.34,dry,0,none
40.7,3.8,7.59,dry,1,medium
65.7,4.56,9.85,dry,1,high
61.27,4.59,5.08,gravel,1,low
83.24,4.28,6.69,dry,0,none
51.22,4.47,8.72,wet,1,medium
65.3,3.82,2.93,dry,0,none
37.77,5.93,7.86,dry,1,medium
43.49,4.45,0.11,gravel,0,none
39.16,3.05,3.43,dry,0,none
65.62,2.33,8.65,icy,1,medium
66.82,5.52,5.52,dry,0,none
66.96,2.26,5.27,wet,0,none
51.23,0.75,5.0,dry,0,none
82.78,0.72,6.25,wet,0,none
45.34,4.75,0.13,wet,0,none
51.63,4.34,4.55,dry,0,none
65.66,3.54,3.37,dry,0,none
58.73,5.26,6.1,dry,0,none
59.25,5.91,8.5,dry,1,medium
63.98,0.95,9.13,dry,1,high
75.02,1.15,5.17,dry,0,none
58.66,1.41,3.73,dry,0,none
77.29,5.94,10.0,dry,1,high
69.29,0.74,2.76,wet,0,none
65.05,2.53,0.12,gravel,0,none
48.44,3.35,0.04,dry,0,none
56.5,1.99,8.66,dry,1,medium
